ID,Last Name,First Name,Title,Department,Phone,Extension,E-mail,Start Date,End Date,UDF0,UDF1,UDF2,UDF3,UDF4,UDF5,UDF6,UDF7,UDF8,UDF9,UDF10,UDF11,UDF12,UDF13,UDF14,UDF15,UDF16,UDF17,UDF18,UDF19,UDF20,UDF21,UDF22,UDF23,UDF24,UDF25,UDF26,UDF27,UDF28,UDF29,UDF30,UDF31,UDF32,UDF33,UDF34
9119,Wong,Steve,Compliance Underwriter,Marketing,555-678-9000,9119.0,steve.wong@initec.com,,,180,Crystal Allen,,,,,,,,,,,,,@SteveWong,,,,,,,,,,,,,,,,,,,,
9120,Dominguez,Susan,Sr. REO Specialist,Accounting,555-678-9000,9120.0,susan.dominguez@initec.com,,,180,Crystal Allen,,,,,,,,,,,,,@SusanDominguez,,,,,,,,,,,,,,,,,,,,
9121,McQuiston,Susan,Release Consultant,Accounting,555-678-9000,9121.0,susan.mcquiston@initec.com,,,180,Crystal Allen,,,,,,,,,,,,,@SusanMcQuiston,,,,,,,,,,,,,,,,,,,,
9122,Sundita,Susan,Claims Specialist,Accounting,555-678-9000,9122.0,susan.sundita@initec.com,,,180,Crystal Allen,,,,,,,,,,,,,@SusanSundita,,,,,,,,,,,,,,,,,,,,
9123,Hardman,Susie,Temporary Worker,Accounting,555-678-9000,9123.0,susie.hardman@initec.com,,,180,Crystal Allen,,,,,,,,,,,,,@SusieHardman,,,,,,,,,,,,,,,,,,,,
9124,DeSoto,Suzy,Claims Representative,Accounting,555-678-9000,9124.0,suzy.desoto@initec.com,,,180,Crystal Allen,,,,,,,,,,,,,@SuzyDeSoto,,,,,,,,,,,,,,,,,,,,
9125,Frank,Tammy,"Manager, Claims REO",Accounting,555-678-9000,9125.0,tammy.frank@initec.com,,,180,Crystal Allen,,,,,,,,,,,,,@TammyFrank,,,,,,,,,,,,,,,,,,,,
9126,Riisager,Teddy,Temporary Worker,Accounting,555-678-9000,9126.0,teddy.riisager@initec.com,,,180,Crystal Allen,,,,,,,,,,,,,@TeddyRiisager,,,,,,,,,,,,,,,,,,,,
9127,Love,Terrie,CWR - Agency/Leased Employee,Accounting,555-678-9000,9127.0,terrie.love@initec.com,,,180,Crystal Allen,,,,,,,,,,,,,@TerrieLove,,,,,,,,,,,,,,,,,,,,
9128,Tabar,Thomas,Temporary Worker,Sales,555-678-9000,9128.0,thomas.tabar@initec.com,,,180,Crystal Allen,,,,,,,,,,,,,@ThomasTabar,,,,,,,,,,,,,,,,,,,,
9129,Arbis,Tiffany,Executive Assistant II,Finance,555-678-9000,9129.0,tiffany.arbis@initec.com,,,180,Crystal Allen,,,Other,,,,,4/11/2016,,,,,@TiffanyArbis,,,,,,,,,,,,,,,,,,,,
9130,Johnson,Tom,"VP, Claims and Loss Management",Accounting,555-678-9000,9130.0,tom.johnson@initec.com,,,180,Crystal Allen,,,,,,,,,,,,,@TomJohnson,,,,,,,,,,,,,,,,,,,,
9131,Fereday,Tony,Sr. Claims Specialist,Sales,555-678-9000,9131.0,tony.fereday@initec.com,,,180,Crystal Allen,,,,,,,,,,,,,@TonyFereday,,,,,,,,,,,,,,,,,,,,
9132,Holbrook,Vicki,Release Consultant,Accounting,555-678-9000,9132.0,vicki.holbrook@initec.com,,,180,Crystal Allen,,,,,,,,,,,,,@VickiHolbrook,,,,,,,,,,,,,,,,,,,,
9133,Daliva,Yvette,Temporary Worker,Accounting,555-678-9000,9133.0,yvette.daliva@initec.com,,,180,Crystal Allen,,,,,,,,,,,,,@YvetteDaliva,,,,,,,,,,,,,,,,,,,,
9134,Carruthers,Ana,Visiting Faculty,Cancer Research,555-678-9000,9134.0,ana.carruthers@initec.com,,,200,Gloria Thomas,,,,,,,,,,,,,@AnaCarruthers,,,,,,,,,,,,,,,,,,,,
9135,Wilson,Anna,Researcher,Cancer Research,555-678-9000,9135.0,anna.wilson@initec.com,,,200,Gloria Thomas,,,,,,,,,,,,,@AnnaWilson,,,,,,,,,,,,,,,,,,,,
9136,Gurria,Catherine,Researcher,Cancer Research,555-678-9000,9136.0,catherine.gurria@initec.com,,,200,Gloria Thomas,,,,,,,,,,,,,@CatherineGurria,,,,,,,,,,,,,,,,,,,,
9137,Bartholdson,Gabriela,Researcher,Cancer Research,555-678-9000,9137.0,gabriela.bartholdson@initec.com,,,200,Gloria Thomas,,,Contractor,,,,,,,,,,@GabrielaBartholdson,,,,,,,,,,,,,,,,,,,,
9138,Thomas,Gloria,Senior Scientist,Cancer Research,555-678-9000,9138.0,gloria.thomas@initec.com,,,200,Gloria Thomas,,,,,,,,,,,,,@GloriaThomas,,,,,,,,,,,,,,,,,,,,
9139,Mustonen,Jeffrey,Senior Scientist,Cancer Research,555-678-9000,9139.0,jeffrey.mustonen@initec.com,,,210,Gloria Thomas,First Aid,,,,,,,,,,,,@JeffreyMustonen,,,,,,,,,,,,,,,,,,,,
9140,Migdalska,Juexuan,Researcher,Finance,555-678-9000,9140.0,juexuan.migdalska@initec.com,,,210,Gloria Thomas,,,,,,,,,,,,,@JuexuanMigdalska,,,,,,,,,,,,,,,,,,,,
9141,Sandhu,Klaudia,Senior Scientist,Cancer Research,555-678-9000,9141.0,klaudia.sandhu@initec.com,,,210,Gloria Thomas,,,,,,,,,,,,,@KlaudiaSandhu,,,,,,,,,,,,,,,,,,,,
9142,McIntyre,Louise,Researcher,Cancer Research,555-678-9000,9142.0,louise.mcintyre@initec.com,,,210,Gloria Thomas,,,,,,,,,,,,,@LouiseMcIntyre,,,,,,,,,,,,,,,,,,,,
9143,Barrett,Manjinder,Senior Scientist,Cancer Research,555-678-9000,9143.0,manjinder.barrett@initec.com,,,210,Gloria Thomas,,,Contractor,,,,,,,,,,@ManjinderBarrett,,,,,,,,,,,,,,,,,,,,
9144,Wang,Peng,Researcher,Cancer Research,555-678-9000,9144.0,peng.wang@initec.com,,,210,Gloria Thomas,,,,,,,,,,,,,@PengWang,,,,,,,,,,,,,,,,,,,,
9145,Li,Radoslaw,Researcher,Cancer Research,555-678-9000,9145.0,radoslaw.li@initec.com,,,210,Gloria Thomas,,,,,,,,,,,,,@RadoslawLi,,,,,,,,,,,,,,,,,,,,
9146,Lach,Rebecca,Researcher,Accounting,555-678-9000,9146.0,rebecca.lach@initec.com,,,210,Gloria Thomas,,,,,,,,,,,,,@RebeccaLach,,,,,,,,,,,,,,,,,,,,
9147,Shen,Richard,Researcher,Cancer Research,555-678-9000,9147.0,richard.shen@initec.com,,,210,Gloria Thomas,,,,,,,,,,,,,@RichardShen,,,,,,,,,,,,,,,,,,,,
9148,Cvejic,Richard,Visiting Faculty,Cancer Research,555-678-9000,9148.0,richard.cvejic@initec.com,,,210,Gloria Thomas,Fire Warden,,,,,,,,,,,,@RichardCvejic,,,,,,,,,,,,,,,,,,,,
9149,Sun,Samuel,Researcher,Cancer Research,555-678-9000,9149.0,samuel.sun@initec.com,,,210,Gloria Thomas,,,,,,,,,,,,,@SamuelSun,,,,,,,,,,,,,,,,,,,,
9150,Butler,Sara,Researcher,Cancer Research,555-678-9000,9150.0,sara.butler@initec.com,,,250,Gloria Thomas,,,,,,,,,,,Yes,,@SaraButler,,,,,,,,,,,,,,,,,,,,
9151,Zhang,Shih,Researcher,Cancer Research,555-678-9000,9151.0,shih.zhang@initec.com,,,250,Gloria Thomas,,,,,,,,,,,,,@ShihZhang,,,,,,,,,,,,,,,,,,,,
9152,Weyden,Su,Researcher,Human Resources,555-678-9000,9152.0,su.weyden@initec.com,,,250,Gloria Thomas,,,,,,,,,,,,,@SuWeyden,,,,,,,,,,,,,,,,,,,,
9153,Despacio-Reyes,Ville,Senior Scientist,Cancer Research,555-678-9000,9153.0,ville.despacio-reyes@initec.com,,,250,Gloria Thomas,,,,,,,,,,,,,@VilleDespacio-Reyes,,,,,,,,,,,,,,,,,,,,
9154,Wormald,Wensheng,Researcher,Cancer Research,555-678-9000,9154.0,wensheng.wormald@initec.com,,,250,Gloria Thomas,,,,,,,,,,,,,@WenshengWormald,,,,,,,,,,,,,,,,,,,,
9155,Walter,Yasin,Senior Scientist,Cancer Research,555-678-9000,9155.0,yasin.walter@initec.com,,,250,Gloria Thomas,First Aid,,,,,,,,,,,,@YasinWalter,,,,,,,,,,,,,,,,,,,,
9156,Bianchi,Yi,Researcher,Cancer Research,555-678-9000,9156.0,yi.bianchi@initec.com,,,250,Gloria Thomas,,,,,,,,,,,,,@YiBianchi,,,,,,,,,,,,,,,,,,,,
9157,Collins,Abby,Account Executive,Finance,555-678-9000,9157.0,abby.collins@initec.com,,,320,Aga Capelli,,,,,,,,,,,,,@AbbyCollins,,,,,,,,,,,,,,,,,,,,
9158,Grdina,Adal,Account Executive,Consumer,555-678-9000,9158.0,adal.grdina@initec.com,,,320,Aga Capelli,,,,,,,,,,,,,@AdalGrdina,,,,,,,,,,,,,,,,,,,,
9159,Breslin,Adam,Senior Account Executive,Sales,555-678-9000,9159.0,adam.breslin@initec.com,,,320,Aga Capelli,,,,,,,,,,,,,@AdamBreslin,,,,,,,,,,,,,,,,,,,,
9160,Evans,Adelaide,Senior Account Supervisor,Consumer,555-678-9000,9160.0,adelaide.evans@initec.com,,,320,Aga Capelli,,,,,,,,,,,,,@AdelaideEvans,,,,,,,,,,,,,,,,,,,,
9161,Richardson,Adriana,Account Supervisor,Consumer,555-678-9000,9161.0,adriana.richardson@initec.com,,,320,Aga Capelli,,,,,,,,,,,,,@AdrianaRichardson,,,,,,,,,,,,,,,,,,,,
9162,Gutierrez,Adrienne,Executive Vice President,Consumer,555-678-9000,9162.0,adrienne.gutierrez@initec.com,,,320,Aga Capelli,,,FTE,,,,,,,,,,@AdrienneGutierrez,,,,,,,,,,,,,,,,,,,,
9163,Capelli,Aga,Vice President,Marketing,555-678-9000,9163.0,aga.capelli@initec.com,,,320,Aga Capelli,,,FTE,,,,,,,,,,@AgaCapelli,,,,,,,,,,,,,,,,,,,,
9164,Brathwaite,Alexa,Account Executive,Finance,555-678-9000,9164.0,alexa.brathwaite@initec.com,,,320,Aga Capelli,,,,,,,,,,,,,@AlexaBrathwaite,,,,,,,,,,,,,,,,,,,,
9165,Shank,Alice,Account Executive,Consumer,555-678-9000,9165.0,alice.shank@initec.com,,,320,Aga Capelli,,,,,,,,,,,,,@AliceShank,,,,,,,,,,,,,,,,,,,,
9166,Southerling,Amanda,Executive Assistant,Consumer,555-678-9000,9166.0,amanda.southerling@initec.com,,,320,Aga Capelli,,,,,,,,,,,,,@AmandaSoutherling,,,,,,,,,,,,,,,,,,,,
9167,Noble,Amaris,Account Executive,Consumer,555-678-9000,9167.0,amaris.noble@initec.com,,,320,Aga Capelli,First Aid,,,,,,,,,,,,@AmarisNoble,,,,,,,,,,,,,,,,,,,,
9168,Anthony,Amy,Vice President,Consumer,555-678-9000,9168.0,amy.anthony@initec.com,,,320,Aga Capelli,Fire Warden,,Other,,,,,4/11/2016,8/16/2018,,,,@AmyAnthony,,,,,,,,,,,,,,,,,,,,
9169,Ketter,Maya,Senior Account Executive,Consumer,555-678-9000,9169.0,mketter@officespacesoftware.com,,,320,Aga Capelli,,,Other,,,,,4/11/2016,,,,,@AmyArmbrust,,,,,,,,,,,,,,,,,,,,
9170,Negron,Angie,Vice President,Consumer,555-678-9000,9170.0,angie.negron@initec.com,,,320,Aga Capelli,,,,,,,,,,,,,@AngieNegron,,,,,,,,,,,,,,,,,,,,
9171,Herrarte,Anna,Senior Financial Analyst,Consumer,555-678-9000,9171.0,anna.herrarte@initec.com,,,320,Aga Capelli,,,,,,,,,,,,,@AnnaHerrarte,,,,,,,,,,,,,,,,,,,,
9172,Axelrod,Anne,Intern,Consumer,555-678-9000,9172.0,anne.axelrod@initec.com,,,320,Aga Capelli,,,,,,,,5/1/2016,,,,,@AnneAxelrod,,,,,,,,,,,,,,,,,,,,
9173,Noble,Ari,Intern,Consumer,555-678-9000,9173.0,ari.noble@initec.com,,,320,Aga Capelli,,,,,,,,,,,,,@AriNoble,,,,,,,,,,,,,,,,,,,,
9174,DeCandia,Ariel,Assistant Account Executive,Consumer,555-678-9000,9174.0,ariel.decandia@initec.com,,,320,Aga Capelli,,,,,,,,,,,,,@ArielDeCandia,,,,,,,,,,,,,,,,,,,,
9175,Bruno,Ashley,Account Executive,Consumer,555-678-9000,9175.0,ashley.bruno@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@AshleyBruno,,,,,,,,,,,,,,,,,,,,
9176,Pilkington,Audrey,Senior Vice President,Consumer,555-678-9000,9176.0,audrey.pilkington@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@AudreyPilkington,,,,,,,,,,,,,,,,,,,,
9177,Hayes,Beth,Senior Account Supervisor,Human Resources,555-678-9000,9177.0,beth.hayes@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@BethHayes,,,,,,,,,,,,,,,,,,,,
9178,Trindade,Bjorn,Senior Account Executive,Consumer,555-678-9000,9178.0,bjorn.trindade@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@BjornTrindade,,,,,,,,,,,,,,,,,,,,
9179,Isenberg,Blair,Senior Account Executive,Consumer,555-678-9000,9179.0,blair.isenberg@initec.com,,,340,Aga Capelli,Fire Warden,,,,,,,,,,,,@BlairIsenberg,,,,,,,,,,,,,,,,,,,,
9180,Kiwala,Bridget,Senior Vice President,Sales,555-678-9000,9180.0,bridget.kiwala@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@BridgetKiwala,,,,,,,,,,,,,,,,,,,,
9181,Woods,Caitlin,Vice President,Sales,555-678-9000,9181.0,caitlin.woods@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@CaitlinWoods,,,,,,,,,,,,,,,,,,,,
9182,McShane,Candace,Assistant Account Executive,Human Resources,555-678-9000,9182.0,candace.mcshane@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@CandaceMcShane,,,,,,,,,,,,,,,,,,,,
9183,Pie,Carolyn,Senior Account Supervisor,Consumer,555-678-9000,9183.0,carolyn.pie@initec.com,,,340,Aga Capelli,First Aid,,,,,,,,,,,,@CarolynPie,,,,,,,,,,,,,,,,,,,,
9184,Kovitz,Charles,Temp Associate- Financial Analyst,Finance,555-678-9000,9184.0,charles.kovitz@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@CharlesKovitz,,,,,,,,,,,,,,,,,,,,
9185,Trowery,Chelsey,Assistant Account Executive,Human Resources,555-678-9000,9185.0,chelsey.trowery@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@ChelseyTrowery,,,,,,,,,,,,,,,,,,,,
9186,Sljivich,Christina,Global Chair,Consumer,555-678-9000,9186.0,christina.sljivich@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@ChristinaSljivich,,,,,,,,,,,,,,,,,,,,
9187,Woods,Christine,Senior Account Supervisor,Consumer,555-678-9000,9187.0,christine.woods@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@ChristineWoods,,,,,,,,,,,,,,,,,,,,
9188,Conger,Christopher,Senior Account Executive,Sales,555-678-9000,9188.0,christopher.conger@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@ChristopherConger,,,,,,,,,,,,,,,,,,,,
9189,Sutherland-Burke,Corrie,Vice President,Consumer,555-678-9000,9189.0,corrie.sutherland-burke@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@CorrieSutherland-Burke,,,,,,,,,,,,,,,,,,,,
9190,Antos,Courtney,Assistant Account Executive,Consumer,555-678-9000,9190.0,courtney.antos@initec.com,,,340,Aga Capelli,First Aid,,Other,,193,,,4/11/2016,,,,,@CourtneyAntos,,,,,,,,,,,,,,,,,,,,
9191,Biaggi,Courtney,Senior Vice President,Accounting,555-678-9000,9191.0,courtney.biaggi@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@CourtneyBiaggi,,,,,,,,,,,,,,,,,,,,
9192,Ramirez,Courtney,Vice President,Consumer,555-678-9000,9192.0,courtney.ramirez@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@CourtneyRamirez,,,,,,,,,,,,,,,,,,,,
9193,Merida,Cynthia,Account Supervisor,Consumer,555-678-9000,9193.0,cynthia.merida@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@CynthiaMerida,,,,,,,,,,,,,,,,,,,,
9194,Heller,Daniel,Account Supervisor,Consumer,555-678-9000,9194.0,daniel.heller@initec.com,,,340,Aga Capelli,,,,,,,,,,,Yes,,@DanielHeller,,,,,,,,,,,,,,,,,,,,
9195,Laskin,Danley,Executive Assistant,Consumer,555-678-9000,9195.0,danley.laskin@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@DanleyLaskin,,,,,,,,,,,,,,,,,,,,
9196,Bricault,David,Assistant Account Executive,Consumer,555-678-9000,9196.0,david.bricault@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@DavidBricault,,,,,,,,,,,,,,,,,,,,
9197,McGilligan,David,Senior Account Executive,Consumer,555-678-9000,9197.0,david.mcgilligan@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@DavidMcGilligan,,,,,,,,,,,,,,,,,,,,
9198,Pepe,David,Vice President,Marketing,555-678-9000,9198.0,david.pepe@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@DavidPepe,,,,,,,,,,,,,,,,,,,,
9199,Sontag,Deanna,Account Executive,Consumer,555-678-9000,9199.0,deanna.sontag@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@DeannaSontag,,,,,,,,,,,,,,,,,,,,
9200,Jefferys,Emily,Assistant Account Executive,Consumer,555-678-9000,9200.0,emily.jefferys@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@EmilyJefferys,,,,,,,,,,,,,,,,,,,,
9201,Fogle,Emma,Account Executive,Consumer,555-678-9000,9201.0,emma.fogle@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@EmmaFogle,,,,,,,,,,,,,,,,,,,,
9202,Shepherd,Eric,Senior Account Supervisor,Consumer,555-678-9000,9202.0,eric.shepherd@initec.com,,,340,Aga Capelli,First Aid,,Contractor,,,,,,,,,,@EricShepherd,,,,,,,,,,,,,,,,,,,,
9203,Picker,Erica,Executive Assistant,Consumer,555-678-9000,9203.0,erica.picker@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@EricaPicker,,,,,,,,,,,,,,,,,,,,
9204,Walker,Esther,Assistant Account Executive,Consumer,555-678-9000,9204.0,esther.walker@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@EstherWalker,,,,,,,,,,,,,,,,,,,,
9205,Spangler,Evelyn,Senior Vice President,Consumer,555-678-9000,9205.0,evelyn.spangler@initec.com,,,340,Aga Capelli,Fire Warden,,,,,,,,,,,,@EvelynSpangler,,,,,,,,,,,,,,,,,,,,
9206,Saleh,Fiorelli,Account Executive,Consumer,555-678-9000,9206.0,fiorelli.saleh@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@FiorelliSaleh,,,,,,,,,,,,,,,,,,,,
9207,Seely,Fred,Vice President,Consumer,555-678-9000,9207.0,fred.seely@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@FredSeely,,,,,,,,,,,,,,,,,,,,
9208,Granados,Genevieve,Account Executive,Consumer,555-678-9000,9208.0,genevieve.granados@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@GenevieveGranados,,,,,,,,,,,,,,,,,,,,
9209,Contompasis,Gina,Vice President,Consumer,555-678-9000,9209.0,gina.contompasis@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@GinaContompasis,,,,,,,,,,,,,,,,,,,,
9210,Salvo,Heather,Vice President,Sales,555-678-9000,9210.0,heather.salvo@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@HeatherSalvo,,,,,,,,,,,,,,,,,,,,
9211,Klein,Hillary,Senior Account Supervisor,Sales,555-678-9000,9211.0,hillary.klein@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@HillaryKlein,,,,,,,,,,,,,,,,,,,,
9212,Osante,Hollie,Senior Account Supervisor,Finance,555-678-9000,9212.0,hollie.osante@initec.com,,,340,Aga Capelli,,,,,,,,,,,,,@HollieOsante,,,,,,,,,,,,,,,,,,,,
9213,Fung,Holly,Senior Vice President,Consumer,555-678-9000,9213.0,holly.fung@initec.com,,,360,Aga Capelli,,,Contractor,,,,,,,,,,@HollyFung,,,,,,,,,,,,,,,,,,,,
9214,McDonnell,Hugh,Senior Vice President,Finance,555-678-9000,9214.0,hugh.mcdonnell@initec.com,,,360,Aga Capelli,First Aid,,,,,,,,,,,,@HughMcDonnell,,,,,,,,,,,,,,,,,,,,
9215,Potes,Jaclyn,Account Executive,IT,555-678-9000,9215.0,jaclyn.potes@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@JaclynPotes,,,,,,,,,,,,,,,,,,,,
9216,DePonte,Jaime,Senior Account Executive,Consumer,555-678-9000,9216.0,jaime.deponte@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@JaimeDePonte,,,,,,,,,,,,,,,,,,,,
9217,Garcia,Jennifer,Senior Media Executive,Sales,555-678-9000,9217.0,jennifer.allen@initec.com,,,360,Aga Capelli,Fire Warden,,,,Gluten free,"Hates cold, don't sit her near the air cond",89354,4/11/2016,,478,,,@JenniferAllan,,,,,,,,,,,,,,,,,,,,
9218,Block,Jennifer,Assistant Account Executive,Consumer,555-678-9000,9218.0,jennifer.block@initec.com,,,360,Aga Capelli,,,Contractor,,,,,,,,,,@JenniferBlock,,,,,,,,,,,,,,,,,,,,
9219,Jacobs,Jennifer,Account Supervisor,Consumer,555-678-9000,9219.0,jennifer.jacobs@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@JenniferJacobs,,,,,,,,,,,,,,,,,,,,
9220,Ward,Jennifer,Senior Account Executive,Consumer,555-678-9000,9220.0,jennifer.ward@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@JenniferWard,,,,,,,,,,,,,,,,,,,,
9221,Garrison,Jenny,Assistant Account Executive,Consumer,555-678-9000,9221.0,jenny.garrison@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@JennyGarrison,,,,,,,,,,,,,,,,,,,,
9222,Aubin,Jessica,Vice President,Finance,555-678-9000,9222.0,jessica.aubin@initec.com,,,360,Aga Capelli,,,Other,,,,,4/11/2016,,,,,@JessicaAubin,,,,,,,,,,,,,,,,,,,,
9223,Reddy,Jessica,Account Executive,Consumer,555-678-9000,9223.0,jessica.reddy@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@JessicaReddy,,,,,,,,,,,,,,,,,,,,
9224,Wine-Tolan,Jonathan,Senior Account Executive,Finance,555-678-9000,9224.0,jonathan.wine-tolan@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@JonathanWine-Tolan,,,,,,,,,,,,,,,,,,,,
9225,Frane,Juli,Senior Account Executive,Finance,555-678-9000,9225.0,juli.frane@initec.com,,,360,Aga Capelli,,,FTE,,,,,,,,,,@JuliFrane,,,,,,,,,,,,,,,,,,,,
9226,Freeman,Julie,Executive Vice President,Consumer,555-678-9000,9226.0,julie.freeman@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@JulieFreeman,,,,,,,,,,,,,,,,,,,,
9227,Mele,Julie,Senior Account Supervisor,Consumer,555-678-9000,9227.0,julie.mele@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@JulieMele,,,,,,,,,,,,,,,,,,,,
9228,Mendez,Karla,Senior Account Executive,Human Resources,555-678-9000,9228.0,karla.mendez@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@KarlaMendez,,,,,,,,,,,,,,,,,,,,
9229,Lares,Kary,Senior Account Supervisor,Consumer,555-678-9000,9229.0,kary.lares@initec.com,,,360,Aga Capelli,Fire Warden,,,,,,,,,,,,@KaryLares,,,,,,,,,,,,,,,,,,,,
9230,McKenzie,Kate,Vice President,IT,555-678-9000,9230.0,kate.mckenzie@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@KateMcKenzie,,,,,,,,,,,,,,,,,,,,
9231,Stohl,Kate,Account Supervisor,Consumer,555-678-9000,9231.0,kate.stohl@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@KateStohl,,,,,,,,,,,,,,,,,,,,
9232,Deitch,Katherine,Account Executive,Consumer,555-678-9000,9232.0,katherine.deitch@initec.com,,,360,Aga Capelli,First Aid,,,,,,,,,,,,@KatherineDeitch,,,,,,,,,,,,,,,,,,,,
9233,Stefanidis,Katherine,Account Supervisor,Sales,555-678-9000,9233.0,katherine.stefanidis@initec.com,,,360,Aga Capelli,Fire Warden,,Contractor,,,,,,,,,,@KatherineStefanidis,,,,,,,,,,,,,,,,,,,,
9234,Freeman-Bradler,Katie,Senior Financial Analyst,Sales,555-678-9000,9234.0,katie.freeman-bradler@initec.com,,,360,Aga Capelli,First Aid,,,,,,,,,,,,@KatieFreeman-Bradler,,,,,,,,,,,,,,,,,,,,
9235,Bigelow,Katya,Intern,Consumer,555-678-9000,9235.0,katya.bigelow@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@KatyaBigelow,,,,,,,,,,,,,,,,,,,,
9236,Kohan,Kelly,Assistant Account Executive,Consumer,555-678-9000,9236.0,kelly.kohan@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@KellyKohan,,,,,,,,,,,,,,,,,,,,
9237,Pavlick,Kelly,Senior Account Supervisor,Consumer,555-678-9000,9237.0,kelly.pavlick@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@KellyPavlick,,,,,,,,,,,,,,,,,,,,
9238,Markofsky,Kerry,Senior Account Executive,Consumer,555-678-9000,9238.0,kerry.markofsky@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@KerryMarkofsky,,,,,,,,,,,,,,,,,,,,
9239,N'Guyen,Kim,Senior Account Supervisor,Consumer,555-678-9000,9239.0,kim.n'guyen@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@KimN'Guyen,,,,,,,,,,,,,,,,,,,,
9240,Likitsakos,Kimberly,Senior Account Executive,Sales,555-678-9000,9240.0,kimberly.likitsakos@initec.com,,,360,Aga Capelli,,,FTE,,,,,,,,,,@KimberlyLikitsakos,,,,,,,,,,,,,,,,,,,,
9241,Steinhorn,Kimberly,Account Executive,Consumer,555-678-9000,9241.0,kimberly.steinhorn@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@KimberlySteinhorn,,,,,,,,,,,,,,,,,,,,
9242,Klein,Larry,Executive Vice President,Sales,555-678-9000,9242.0,larry.klein@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@LarryKlein,,,,,,,,,,,,,,,,,,,,
9243,Maldonado,Laura,Account Supervisor,Consumer,555-678-9000,9243.0,laura.maldonado@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@LauraMaldonado,,,,,,,,,,,,,,,,,,,,
9244,Pantazopolous,Lauren,Senior Account Executive,Consumer,555-678-9000,9244.0,lauren.pantazopolous@initec.com,,,360,Aga Capelli,,,,,,,,,,,,,@LaurenPantazopolous,,,,,,,,,,,,,,,,,,,,
9245,Stein,Lauren,Account Supervisor,Consumer,555-678-9000,9245.0,lauren.stein@initec.com,,,370,Aga Capelli,,,,,,,,,,,,,@LaurenStein,,,,,,,,,,,,,,,,,,,,
9246,Angel,Lindsay,Vice President,Consumer,555-678-9000,9246.0,lindsay.angel@initec.com,,,370,Aga Capelli,Fire Warden,,Contractor,,,,,4/11/2016,,,,,@LindsayAngel,,,,,,,,,,,,,,,,,,,,
9247,Devonish,Lindsay,Vice President,Consumer,555-678-9000,9247.0,lindsay.devonish@initec.com,,,370,Aga Capelli,Fire Warden,,,,,,,,,,,,@LindsayDevonish,,,,,,,,,,,,,,,,,,,,
